Governo do Estado do Rio de Janeiro
Secretaria de Estado de Fazenda
Subsecretaria de Politica Fiscal
Transparência Fiscal
Receitas entre 01/01/2017 e 01/08/2026
"Posição";"Poder";"Nome Poder";"Categoria Economica";"Nome Categoria Economica";"Receita por Fonte";"Nome Receita por Fonte";"Receita por Sub Fonte";"Nome Receita por SubFonte";"Rubrica";"Nome Rubrica";"Alinea";"Nome Alinea";"Sub Alinea";"Nome Sub Alinea";"Gestão";"Nome Gestão";"Órgão";"Nome Órgão";"UG";"Nome UG";"Fonte de Recursos";"Nome Fonte de Recursos";"Valor Previsão Inicial";"Valor Previsão Atualizada";"Valor Receita a Realizar";"Valor Receita Realizada"
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191109";"Multas e Juros Previstos em Contratos";"19110904";"Multas e Juros Previstos em Contratos - Inscr";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";25601;59765,95;0;59765,95
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191113";"Multas Previstas na Legislação Anticorrupção";"19111321";"Multas da Legislação Anticorrupção Oriundas d";"00007";"";"49";"Secretaria de Estado de Desenvolvimento Social e de Direitos Humanos";"326100";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL-FEAS";"599";"Outros Recursos Vinculados à Educação";0;0;-924069,63;924069,63
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00003";"";"20";"Secretaria de Estado de Fazenda";"123425";"FUNDO UNICO DE PREVIDENCIA DO ERJ - TAXA ADMINISTRATIVA	";"502";"Recursos não vinculados da compensação de Impostos";0;0;-400000;400000
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404500";"FUND.UNIV.EST.NORTE FLUMINENSE DARCY RIBEIRO.";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";500;500;-14594,49;15094,49
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00006";"";"13";"Secretaria de Estado de Agricultura, Pecuária, Pesca e Abastecimento";"137200";"CENTRAIS DE ABASTECIMENTO DO ESTADO DO RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;0;-69895,45;69895,45
"12/2024";"2";"Legislativo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00007";"";"01";"Assembleia Legislativa do Estado do Rio de Janeiro";"016100";"FUNDO ESPECIAL DA ASSEMBLEIA LEGISLATIVA ERJ.";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-3105;3105
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1921";"Indenizações";"192199";"Outras Indenizações";"19219901";"Outras Indenizações - Principal";"00007";"";"52";"Secretaria de Estado de Policia Civil";"266200";"FUNDO ESPECIAL DA POLICIA CIVIL - FUNESPOL";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-1660;1660
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1922";"Restituições";"192201";"Restituição de Convênios";"19220111";"Restituição de Convênios - Primárias - Princi";"00003";"";"14";"Secretaria de Estado da Casa Civil";"203100";"LOTERIA DO EST. RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;0;-4007,84;4007,84
"12/2024";"2";"Legislativo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1922";"Restituições";"192201";"Restituição de Convênios";"19220111";"Restituição de Convênios - Primárias - Princi";"00007";"";"01";"Assembleia Legislativa do Estado do Rio de Janeiro";"016100";"FUNDO ESPECIAL DA ASSEMBLEIA LEGISLATIVA ERJ.";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-415,11;415,11
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1922";"Restituições";"192201";"Restituição de Convênios";"19220111";"Restituição de Convênios - Primárias - Princi";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"501";"Outros Recursos não Vinculados";276740;3469692,62;0;3469692,62
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1922";"Restituições";"192201";"Restituição de Convênios";"19220111";"Restituição de Convênios - Primárias - Princi";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";276740;3469692,62;0;3469692,62
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"192";"Indenizações, Restituições e Ressarcimentos";"1922";"Restituições";"192201";"Restituição de Convênios";"19220111";"Restituição de Convênios - Primárias - Princi";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";276740;3469692,62;0;3469692,62
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"199";"Demais Receitas Correntes";"1999";"Outras Receitas Correntes";"199999";"Outras Receitas";"19999931";"Outras Receitas - Financeiras - Principal";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";16495139;2268165;0;2268165
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"111";"Impostos";"1112";"Impostos sobre o Patrimônio";"111252";"Imposto sobre Transmissão ¿Causa Mortis¿ e Doação de Bens e Direitos";"11125203";"Imp Transm ¿Causa Mortis¿ e Doação de Bens e ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"800";"Recursos Vinculados ao RPPS - Fundo em Capitalização (Plano Previdenciário)";15412388;19186789,87;-42980,4;19229770,27
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"111";"Impostos";"1112";"Impostos sobre o Patrimônio";"111252";"Imposto sobre Transmissão ¿Causa Mortis¿ e Doação de Bens e Direitos";"11125204";"Imp Transm ¿Causa Mortis¿ e Doação de Bens e ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"600";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";3912179;5224180,64;-16767,37;5240948,01
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"Transferências Correntes";"176";"Transferências do Exterior";"1761";"Transferências do Exterior";"176101";"Transferências do Exterior";"17610101";"Transferências do Exterior - Principal";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-22000;22000
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"Transferências Correntes";"179";"Demais Transferências Correntes";"1791";"Transferências de Pessoas Físicas";"179101";"Transferências de Pessoas Físicas";"17910101";"Transferências de Pessoas Físicas - Principal";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";16450000;16450000;13971472,44;2478527,56
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191101";"Multas Previstas em Legislação Específica";"19110101";"Multas Previstas em Legislação Específica - P";"00003";"";"31";"Secretaria de Estado de Transportes e Mobilidade Urbana";"313300";"DEPT. DE TRANSP. RODOV. DO EST. RJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";11524980;11524980;-1476587,45;13001567,45
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191101";"Multas Previstas em Legislação Específica";"19110101";"Multas Previstas em Legislação Específica - P";"00007";"";"25";"Secretaria de Estado de Administração Penitenciária";"256100";"FUNDO ESPECIAL PENITENCIARIO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;0;-11002,64;11002,64
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191101";"Multas Previstas em Legislação Específica";"19110101";"Multas Previstas em Legislação Específica - P";"00004";"";"53";"Secretaria de Estado de Infraestrutura e Obras Públicas";"044100";"FUNDAÇÃO DEPARTAMENTO DE ESTRADAS DE RODAGEM DO EST. RJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";113818506;113818506;-9962937,84;123781443,84
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191101";"Multas Previstas em Legislação Específica";"19110101";"Multas Previstas em Legislação Específica - P";"00007";"";"50";"Controladoria Geral do Estado do Rio de Janeiro";"506100";"Fundo de Aprimoramento do Controle Interno";"799";"Outras Vinculações Legais";0;0;-406792,99;406792,99
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191101";"Multas Previstas em Legislação Específica";"19110101";"Multas Previstas em Legislação Específica - N";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"600";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";40435006;51063779,13;-404649,8;51468428,93
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"Impostos, Taxas e Contribuições de Melhoria";"111";"Impostos";"1112";"Impostos sobre o Patrimônio";"111251";"Imposto sobre a Propriedade de Veículos Automotores";"11125104";"Imp Propriedade Veíc Automotores - IPVA - Dív";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";17740060;41440500,61;-305294,75;41745795,36
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191101";"Multas Previstas em Legislação Específica";"19110101";"Multas Prev Legis Específica - Natureza Não F";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"600";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";81492660;52850871,44;-113753,94;52964625,38
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"Outras Receitas Correntes";"191";"Multas Administrativas, Contratuais e Judiciais";"1911";"Multas Administrativas, Contratuais e Judiciais";"191101";"Multas Previstas em Legislação Específica";"19110101";"Multas Previstas em Legislação Específica - O";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"501";"Outros Recursos não Vinculados";43478;18567,12;2230,29;16336,83
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"Contribuições";"121";"Contribuições Sociais";"1216";"Contribuição para Fundos de Assistência Médica";"121601";"Contribuição para Fundos de Assistência Médica - Policiais Militares";"12160111";"Contribuição para Fundos de Assistência Médic";"00007";"";"51";"Secretaria de Estado de Polícia Militar";"266500";"FUNDO DA POLICIA MILITAR DO ERJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";128470128;128470128;-304534,01;128774662,01
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"Contribuições";"121";"Contribuições Sociais";"1219";"Outras Contribuições Sociais";"121999";"Demais Contribuições Sociais";"12199901";"Demais Contribuições Sociais - Principal";"00007";"";"30";"Secretaria de Estado de Trabalho e Renda";"306100";"Fundo Estadual de Fomento à Economia Popular Solidária";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";2040156;2040156;2040156;0
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404500";"FUND.UNIV.EST.NORTE FLUMINENSE DARCY RIBEIRO.";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";106200;106200;51421,26;54778,74
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00006";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"501";"Outros Recursos não Vinculados";302460;302460;8363,32;294096,68
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00006";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";302460;302460;8363,32;294096,68
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00006";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";302460;302460;8363,32;294096,68
"12/2024";"2";"Legislativo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00007";"";"01";"Assembleia Legislativa do Estado do Rio de Janeiro";"016100";"FUNDO ESPECIAL DA ASSEMBLEIA LEGISLATIVA ERJ.";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;0;-63276,94;63276,94
"12/2024";"4";"Ministério Público";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00007";"";"11";"Defensoria Pública Geral do Estado";"116100";"FUNDO ESPECIAL DA DEFENSORIA PUBLICA DO ERJ";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";141019;141019;7421,15;133597,85
"12/2024";"4";"Ministério Público";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00007";"";"11";"Defensoria Pública Geral do Estado";"116100";"FUNDO ESPECIAL DA DEFENSORIA PUBLICA DO ERJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";141019;141019;7421,15;133597,85
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"501";"Outros Recursos não Vinculados";176537;175692,99;411,74;175281,25
"12/2024";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"Receita Patrimonial";"131";"Exploração do Patrimônio Imobiliário do Estado";"1311";"Exploração do Patrimônio Imobiliário do Estado";"131101";"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"13110111";"Aluguéis e Arrendamentos - Principal";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";176537;175692,99;411,74;175281,25
